log,variant,discovery_time,fitness_time,precision_time,generalization_time,simplicity_time,perc_fit_traces,average_trace_fitness,log_fitness,precision,generalization,simplicity
bpi_2012,IM,29.949166536331177,28.4004225730896,2499.80158162117,27.818357467651367,0.0002398490905761,100.0,1.0,1.0,0.1132504419205591,0.9656442903260254,0.5970695970695971
bpi_2012,IMf,11.762202739715576,29.39461350440979,86.18595671653748,29.799490690231323,0.000169038772583,49.06395659815084,0.9641160419728132,0.9476841339566532,0.2558850884655871,0.8979501098442647,0.6666666666666666
bpi_2012,IMd,0.3545992374420166,19.75709009170532,141.54823470115662,19.41435098648072,0.0001411437988281,38.63375869183159,0.927376972339213,0.9734795714909816,0.1312093485302159,0.9129677565279232,0.6000000000000001
bpi_2012,HM,0.6174757480621338,20.320772171020508,214.45778107643127,20.716466188430783,0.0002243518829345,62.55826392603347,0.9894536150858806,0.981713996251856,0.2771024191041383,0.9259724544771676,0.5533980582524273
bpi_2012,AM,0.4924216270446777,10.40178370475769,153.42549920082092,10.724555253982544,0.0001800060272216,26.201574081149232,0.7740392525788016,0.6722947077240501,0.1026042977386347,0.9735932409545104,0.891891891891892
bpi_2012_A,IM,0.0571379661560058,0.0627167224884033,0.092972993850708,0.0730321407318115,0.0001194477081298,100.0,1.0,1.0,0.5471181330675388,0.9825827902072926,0.6744186046511628
bpi_2012_A,IMf,1.5053317546844482,0.0671043395996093,0.0922589302062988,0.0741431713104248,9.894371032714844e-05,96.9511729196913,0.9944716130511342,0.9961834616672246,0.5471181330675388,0.98475256788974,0.7000000000000001
bpi_2012_A,IMd,0.1817045211791992,0.0650529861450195,0.0923612117767334,0.0729889869689941,9.870529174804688e-05,100.0,1.0,1.0,0.5471181330675388,0.9825827902072926,0.6744186046511628
bpi_2012_A,HM,0.1658716201782226,0.0618362426757812,0.0871913433074951,0.0677125453948974,0.0001063346862792,30.113853442347366,0.8586383433941921,0.8896245332793149,1.0,0.8880470605881805,0.625
bpi_2012_A,AM,0.0971150398254394,0.0833246707916259,0.1148414611816406,0.0899860858917236,0.0001318454742431,0.0,0.7972651807745887,0.761876888688735,0.6682768515559899,0.9849139556688848,0.2911392405063291
bpi_2012_O,IM,0.1026084423065185,0.2655599117279053,0.7781229019165039,0.2526745796203613,0.0001125335693359,100.0,1.0,1.0,0.5513138144926488,0.9801811853106364,0.6727272727272727
bpi_2012_O,IMf,1.6081204414367676,0.2279741764068603,0.6867330074310303,0.2342290878295898,0.000108003616333,100.0,1.0,1.0,0.5550159659393294,0.9804077170464648,0.6666666666666666
